sample_id,class_id,image_path,tensor_path,scene_name,scene_channel_model,scene_xml_path,scene_tx_name,scene_source,scene_loaded,scene_load_error,carrier_frequency_hz,sampling_rate_hz,num_snapshots,snapshot_duration_s,stft_window_size,stft_overlap,stft_nfft,stft_window_duration_s,stft_frequency_resolution_hz,rotor_frequency_hz,rotor_period_s,omega_rad_s,omega_h_rad_s,omega_theta_rad_s,omega_theta_over_omega_h,degree,degree_rad,body_speed_m_s,body_velocity_x,body_velocity_y,body_velocity_z,body_acceleration_x,body_acceleration_y,body_acceleration_z,blade_radius_m,num_uavs,num_rotors,num_blades_per_rotor,points_per_blade,num_scatterers,doppler_body_theory_hz,micro_doppler_max_theory_hz,doppler_support_min_theory_hz,doppler_support_max_theory_hz,stft_support_min_observed_hz,stft_support_max_observed_hz,stft_peak_observed_hz,window_ratio_Twin_over_Trot,window_strict_metric,window_check_pass,random_seed,noise_snr_db,created_time,initial_body_position_x,initial_body_position_y,initial_body_position_z,initial_rotor_phase_rad,bs_position_x,bs_position_y,bs_position_z,sample_elapsed_s,scene_channel_model,rt_solver,rt_max_depth,rt_los,rt_specular_reflection,rt_diffuse_reflection,rt_diffraction,rt_refraction,rt_snapshot_stride,rt_snapshots_solved,rt_elapsed_s,rt_total_valid_paths,rt_min_valid_paths_per_solved_snapshot,rt_max_valid_paths_per_solved_snapshot,rt_cir_sampling_frequency_hz
level_v0_0000,level_v0,images/level_v0/level_v0_0000.png,tensors/level_v0/level_v0_0000.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.508442021267147,0.04080226719969601,153.9910828098885,153.9910828098885,153.9910828098885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020101285044504064,1,4,2,3,25,0.0,578.2101440429688,-578.2095947265625,578.2101440429688,-10000.0,9960.9375,0.0,0.058820260851041146,0.5128658275555489,True,20260630,20.038566990786997,2026-06-30T19:28:21+08:00,0.021935521693647625,0.0008234806433878097,2.956647538482307,0.4144940630827998,-20.0,0.0,3.0,232.66162139194785,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,231.74311175500043,51200,25,25,122880000.0
level_v0_0001,level_v0,images/level_v0/level_v0_0001.png,tensors/level_v0/level_v0_0001.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.014670861026715,0.041641211981917885,150.8886271107568,150.8886271107568,150.8886271107568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019497357589711186,1,4,2,3,25,0.0,549.5401000976562,-549.5401000976562,549.5401000976562,-1171.875,1171.875,0.0,0.05763521006646412,0.4776154631772089,True,20260631,39.77600116499083,2026-06-30T19:33:13+08:00,-0.04191997080553183,0.0034216166749917315,3.0187565506924856,0.5182102033178387,-20.0,0.0,3.0,291.5700008260319,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,291.3264015149907,51200,25,25,122880000.0
level_v0_0002,level_v0,images/level_v0/level_v0_0002.png,tensors/level_v0/level_v0_0002.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.466545844119548,0.042613855769087924,147.44465605802813,147.44465605802813,147.44465605802813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01980543958590319,1,4,2,3,25,0.0,545.4815063476562,-545.4813232421875,545.4815063476562,-1171.875,1171.875,0.0,0.056319710025886906,0.46326719859520465,True,20260632,32.36128295624728,2026-06-30T19:39:05+08:00,0.019377104576183843,0.0018976740276049203,3.0386572576350788,4.33300180779655,-20.0,0.0,3.0,352.08432130800793,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,351.83563426398905,51200,25,25,122880000.0
level_v0_0003,level_v0,images/level_v0/level_v0_0003.png,tensors/level_v0/level_v0_0003.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,25.932240257807976,0.03856203667937669,162.93707097011003,162.93707097011003,162.93707097011003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01901637005219719,1,4,2,3,25,0.0,578.7816162109375,-578.7815551757812,578.7816162109375,-10000.0,9960.9375,0.0,0.06223737661873914,0.5431966921541174,True,20260633,20.226038611042306,2026-06-30T19:45:43+08:00,0.019843249583635633,0.006049071764103894,3.016647855199685,3.2999978644292667,-20.0,0.0,3.0,398.39059757604264,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,398.13629447697895,51200,25,25,122880000.0
level_v0_0004,level_v0,images/level_v0/level_v0_0004.png,tensors/level_v0/level_v0_0004.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.023675972952056,0.03842654669691396,163.51157851205477,163.51157851205477,163.51157851205477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021371559608992598,1,4,2,3,25,0.0,652.7560424804688,-652.7560424804688,652.7560424804688,-1210.9375,1210.9375,0.0,0.06245682233508492,0.6147830643221566,True,20260634,34.5409614115989,2026-06-30T19:53:03+08:00,-0.02496211481391103,0.039653678430419975,2.9542080842164515,1.705295255365074,-20.0,0.0,3.0,439.6158729380113,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,439.37199174199486,51200,25,25,122880000.0
level_v0_0005,level_v0,images/level_v0/level_v0_0005.png,tensors/level_v0/level_v0_0005.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.048856181601465,0.04338610090327349,144.8202345075337,144.8202345075337,144.8202345075337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020851565517230445,1,4,2,3,25,0.0,564.0712280273438,-564.0712280273438,564.0712280273438,-1210.9375,1210.9375,-39.0625,0.05531725483584351,0.47052822252598525,True,20260635,27.85315074386938,2026-06-30T20:01:12+08:00,-0.028869444903966847,0.015265144506943704,2.951925578160748,0.08245886907940621,-20.0,0.0,3.0,489.2374888630002,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,488.9863469339907,51200,25,25,122880000.0
level_v0_0006,level_v0,images/level_v0/level_v0_0006.png,tensors/level_v0/level_v0_0006.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,22.975980847842266,0.043523713160385606,144.3623452812021,144.3623452812021,144.3623452812021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01922330013381839,1,4,2,3,25,0.0,518.3807983398438,-518.3807983398438,518.3807983398438,-1445.3125,1406.25,0.0,0.05514235403482143,0.4310476865111906,True,20260636,27.901518943157146,2026-06-30T20:10:11+08:00,0.03913422696991224,-0.03020937164559039,3.0244788302887384,3.5564615383291707,-20.0,0.0,3.0,538.7335799849825,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,538.4845823670039,51200,25,25,122880000.0
level_v0_0007,level_v0,images/level_v0/level_v0_0007.png,tensors/level_v0/level_v0_0007.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,25.204579400765475,0.03967532979223726,158.3650429645309,158.3650429645309,158.3650429645309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202255997767217,1,4,2,3,25,0.0,598.3124389648438,-598.3124389648438,598.3124389648438,-10000.0,9960.9375,0.0,0.06049099056183714,0.545770224592593,True,20260637,22.843188793733486,2026-06-30T20:19:58+08:00,0.00046472423227926496,-0.008235296811900696,2.9962505045054177,3.3516199582591306,-20.0,0.0,3.0,587.0008514060173,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,586.7454982000054,51200,25,25,122880000.0
level_v0_0008,level_v0,images/level_v0/level_v0_0008.png,tensors/level_v0/level_v0_0008.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.32848862981385,0.03798167126340933,165.42677291909118,165.42677291909118,165.42677291909118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01813500531611694,1,4,2,3,25,0.0,560.38916015625,-560.38916015625,560.38916015625,-8593.75,9843.75,0.0,0.06318837271155324,0.5339714131784918,True,20260638,26.56510243388303,2026-06-30T20:30:38+08:00,0.015302619595782024,-0.02102177557654309,2.955288449796638,3.7033028837750592,-20.0,0.0,3.0,640.6297834510333,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,640.3771195519948,51200,25,25,122880000.0
level_v0_0009,level_v0,images/level_v0/level_v0_0009.png,tensors/level_v0/level_v0_0009.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.55373846711533,0.0376594806504711,166.84205938726842,166.84205938726842,166.84205938726842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02150405147909927,1,4,2,3,25,0.0,670.1826171875,-670.1825561523438,670.1826171875,-10000.0,9960.9375,-39.0625,0.06372897232107679,0.6440523725785642,True,20260639,20.617081534255593,2026-06-30T20:42:34+08:00,0.02312396001479962,0.03673724165422736,2.998267940672748,2.0716024408473457,-20.0,0.0,3.0,715.9823371579987,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,715.7275064390269,51200,25,25,122880000.0
pitch45_v10_0000,pitch45_v10,images/pitch45_v10/pitch45_v10_0000.png,tensors/pitch45_v10/pitch45_v10_0000.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.498549032243456,0.040818743946176676,153.92892332661074,129.43827982921087,153.92892332661074,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.021319964000109392,1,4,2,3,25,-1867.9534912109375,435.741943359375,-2303.618896484375,-1432.2115478515625,-3320.3125,-390.625,-1875.0,0.05879651767738429,0.38634213997182865,True,20460630,29.956183865772093,2026-06-30T20:55:41+08:00,-0.009646147279530469,0.014133724124041527,2.9526917886967063,4.835289089435434,-20.0,0.0,3.0,786.8754405989894,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,786.6341292999568,37837,16,22,122880000.0
pitch45_v10_0001,pitch45_v10,images/pitch45_v10/pitch45_v10_0001.png,tensors/pitch45_v10/pitch45_v10_0001.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.620170479943567,0.03756549946791024,167.25946403419718,140.647883723614,167.25946403419718,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.019855143967837514,1,4,2,3,25,-1867.9522705078125,439.400390625,-2307.320068359375,-1428.5518798828125,-3007.8125,-742.1875,-1875.0,0.06388840915186456,0.42332471327436116,True,20460631,37.057564754615754,2026-06-30T21:09:44+08:00,0.017526749456423518,-0.0494956207148182,3.023482218046329,2.523698642487669,-20.0,0.0,3.0,842.7029630790348,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,842.429635884997,51200,25,25,122880000.0
pitch45_v10_0002,pitch45_v10,images/pitch45_v10/pitch45_v10_0002.png,tensors/pitch45_v10/pitch45_v10_0002.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.32375623833269,0.041112071268995194,152.83066781210977,128.51476070403436,152.83066781210977,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01958856053891954,1,4,2,3,25,-1867.9527587890625,397.3365478515625,-2265.240478515625,-1470.6162109375,-10000.0,9960.9375,-1875.0,0.05837701497199845,0.34977720933684053,True,20460632,21.727615437762374,2026-06-30T21:24:45+08:00,0.0010274628026397323,-0.035583462771671195,2.9607822814284295,0.6348605007179305,-20.0,0.0,3.0,901.1637951790472,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,900.9246509940131,46843,21,24,122880000.0
pitch45_v10_0003,pitch45_v10,images/pitch45_v10/pitch45_v10_0003.png,tensors/pitch45_v10/pitch45_v10_0003.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.939418557605702,0.04177210894214863,150.41580294357047,126.48410949275754,150.41580294357047,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.020241778931267346,1,4,2,3,25,-1867.957275390625,403.8248291015625,-2271.715576171875,-1464.1324462890625,-10000.0,9960.9375,-1875.0,0.05745460453825368,0.349871822886883,True,20460633,20.24479543637464,2026-07-01T13:38:07+08:00,-0.011800576506305852,0.0101709899974331,2.9751692479992937,3.512549369657412,-20.0,0.0,3.0,90.60911773692351,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,87.78434626909439,51200,25,25,122880000.0
pitch45_v10_0004,pitch45_v10,images/pitch45_v10/pitch45_v10_0004.png,tensors/pitch45_v10/pitch45_v10_0004.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.863182864552417,0.041905558268400596,149.93679995709542,126.08131759853484,149.93679995709542,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02157560344078938,1,4,2,3,25,-1867.9576416015625,429.0391845703125,-2296.934814453125,-1438.91845703125,-3007.8125,-742.1875,-1875.0,0.0572716388749258,0.3705336713702838,True,20460634,31.27424378939068,2026-07-01T13:42:58+08:00,0.04309692973102318,0.003004663989316078,2.9759690277297484,4.097519807287546,-20.0,0.0,3.0,290.91068951797206,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,290.66935181897134,51200,25,25,122880000.0
pitch45_v10_0005,pitch45_v10,images/pitch45_v10/pitch45_v10_0005.png,tensors/pitch45_v10/pitch45_v10_0005.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.068478036871674,0.043349197047227936,144.9435222602671,121.88248828290557,144.9435222602671,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.019865260180846767,1,4,2,3,25,-1867.9581298828125,381.45068359375,-2249.34912109375,-1486.5074462890625,-3007.8125,-742.1875,-1875.0,0.05536434728849201,0.31846352053630916,True,20460635,34.25730129194183,2026-07-01T13:48:41+08:00,0.03133673264807359,0.01916395155051867,2.9986504084486523,0.6435211959595861,-20.0,0.0,3.0,343.5343747599982,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,343.2954347570194,51200,25,25,122880000.0
pitch45_v10_0006,pitch45_v10,images/pitch45_v10/pitch45_v10_0006.png,tensors/pitch45_v10/pitch45_v10_0006.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.841506794728478,0.04194365769788959,149.80060519366023,125.96679191018586,149.80060519366023,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.019607791613433224,1,4,2,3,25,-1867.94970703125,388.283935546875,-2256.188232421875,-1479.665771484375,-10000.0,9960.9375,-1875.0,0.05721961630734834,0.3350313707437326,True,20460636,21.426352998308523,2026-07-01T13:55:17+08:00,0.037936446432320955,0.04877188582837541,3.0425605302887515,5.621596135539746,-20.0,0.0,3.0,396.17955153796356,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,395.93546186806634,51200,25,25,122880000.0
pitch45_v10_0007,pitch45_v10,images/pitch45_v10/pitch45_v10_0007.png,tensors/pitch45_v10/pitch45_v10_0007.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.88591234825732,0.04018337708522978,156.36279882232944,131.48491700873456,156.36279882232944,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.019401747239265483,1,4,2,3,25,-1867.9578857421875,401.7791748046875,-2269.708251953125,-1466.1787109375,-10000.0,9960.9375,-1875.0,0.05972618963581756,0.3618623017784844,True,20460637,25.147895542941207,2026-07-01T14:02:45+08:00,-0.023231270689612084,-0.021459785763139796,3.003788207276807,3.9818410574602945,-20.0,0.0,3.0,447.5539007829502,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,447.3118987369817,51200,25,25,122880000.0
